original,corrected
یکییکی,یکی یکی
پاچههای,پاچه های
فرانسهام,فرانسه ام
خودستا,خود ستا
شمشیرهای,شمشیر های
نتیجهگیری,نتیجه گیری
نمیپذیرد,نمی پذیرد
نامعتدل,نا معتدل
پنجگانه,پنج گانه
پرماس,پرما س
بریدهاند,بریده اند
تراشیده_است,تراشیده است
ریلها,ریل ها
منتظرهی,منتظره ی
لوحهی,لوحه ی
خاتمکاری,خاتم کاری
میجنگید,می جنگید
آلودهسازی,آلوده سازی
پستتبار,پست تبار
چسبانده_بود,چسبانده بود
دررفته,در رفته
رختخوابش,رخت خوابش
دادخواست,داد خواست
خارقالعادهای,خارق العاده ای
آمادهسازی,آماده سازی
پروازتهور,پرواز تهور
گزیدهی,گزیده ی
گاوبازی,گاو بازی
بودهاست,بوده است
انتخاباتیبرگذاشت,انتخاباتی بر گذاشت
مثبتتری,مثبت تری
فاضلانهای,فاضلان های
رمژکچشمی,رمژک چشمی
بیکلگی,بی کلگی
خزانهدار,خزانه دار
خرابیهایی,خرابی هایی
کمحواسی,کم حواسی
رامستحضر,را مستحضر
خرحمالی,خر حمالی
شکوفهها,شکوفه ها
اتهامآمیز,اتهام آمیز
میساخت,می ساخت
دستورالعملهای,دستورالعمل های
استوارتر,استوار تر
سرعاشق,سر عاشق
برمیخیزد,بر می خیزد
برگهی,برگه ی
میایستیم,می ایستیم
میافتیم,می افتیم
غلطگیری,غلط گیری
کینهی,کینه ی
راداشتند,را داشتند
ریگهای,ریگ های
خواهند_خورد,خواهند خورد
بیدود,بی دود
سوراخچههای,سوراخچه های
میدزدید,می دزدید
هشدارهای,هشدار های
سودجویانه,سود جویانه
خیارها,خیار ها
بیآبرویی,بی آبرویی
پردههایی,پرده هایی
محروماند,محروم اند
دلربایی,دل ربایی
گورها,گور ها
همفشرده,هم فشرده
سرسامآور,سرسام آور
شبتاب,شب تاب
سنتهایی,سنت هایی
فرشتهی,فرشته ی
پرسروصدای,پر سر و صدای
عصبها,عصب ها
تتمهی,تتمه ی
آرمانگرایی,آرمان گرایی
کاسته_شده_است,کاسته شده است
لیسانسها,لیسانس ها
دکترهای,دکتر های
قبلیاش,قبلی اش
جیرجیرکها,جیرجیرک ها
آماده_باشم,آماده باشم
خطهایی,خط هایی
همبرند,هم برند
راستینههای,راستینه های
بیگدار,بی گدار
سالهها,ساله ها
تضمینهای,تضمین های
ستیزگرایان,ستیزه گرایان
اروپاییاش,اروپایی اش
افگارهای,افگار های
متعاهیدن,متعاهید ن
شوخطبعی,شوخ طبعی
مادهگرایی,ماده گرایی
ناسازگاران,نا سازگاران
پستفطرت,پست فطرت
تنجشی,تنجش ی
پینهدوز,پینه دوز
پینهدوزی,پینه دوزی
درزهای,درز های
بیواکهی,بی واکه ی
براندازند,بر اندازند
کوتهزی,کوته زی
بارانهای,بارانه ای
پرستوار,پرستوا ر
حقهباز,حقه باز
میاندوآب,میان دو آب
آذرشهر,آذر شهر
خدمترسانی,خدمت رسانی
بیانتهای,بی انتها ی
دیارهای,دیار های
خاورزمین,خاور زمین
وسوسهای,وسوسه ای
نمیپذیرند,نمی پذیرند
سفالهای,سفال های
یافتهاش,یافته اش
خستهای,خسته ای
دندانهایش,دندان هایش
سرلشکری,سر لشکری
رقابتگرانه,رقابت گرانه
بیمهنامهای,بیمه نامه ای
کلاهبردارها,کلاهبردار ها
زیستگاههای,زیستگاه های
سیهدل,سیه دل
افسرده_است,افسرده است
جنگزدهی,جنگ زده ی
کمرشکن,کمر شکن
جیبهایش,جیب هایش
شاخدارترین,شاخدار ترین
نخواهد_پوشید,نخواهد پوشید
پخشگر,پخش گر
جهتگیری,جهت گیری
عظیماند,عظیم اند
پخمهی,پخمه ی
مخبطی,مخبط ی
خصومتآمیز,خصومت آمیز
سوغانگیری,سوغان گیری
آهستهآهسته,آهسته آهسته
شیرهدار,شیره دار
شترها,شتر ها
ظهرهای,ظهر های
دستمزدهای,دستمزد های
میگذاری,می گذاری
بیتکانه,بی تکانه
بدجنسانهی,بد جنسانه ی
اهلهی,اهله ی
دستهایش,دست هایش
سروته,سر و ته
دایناسورها,دایناسور ها
برتخت,بر تخت
میآیی,می آیی
بیهودهی,بیهوده ی
غصهای,غصه ای
پرتوانی,پر توانی
افزوده_شده_بود,افزوده شده بود
آزمایشگاه,آزمایش گاه
هنرکده,هنر کده
اعدامیها,اعدامی ها
کلیبافی,کلی بافی
پرزحمت,پر زحمت
فراماسونها,فراماسون ها
رویدادن,روی دادن
اقلیتها,اقلیت ها
امالفساد,ام الفساد
بهدنبال,به دنبال
میشنیدند,می شنیدند
معدنهای,معدن های
بوسهی,بوسه ی
دلچسب,دل چسب
شاهدخت,شاه دخت
حاشیهای,حاشیه ای
سوهشی,سوهش ی
استفادهکنندگان,استفاده کنندگان
دربیاید,در بیاید
میجهید,می جهید
داردکه,دارد که
سحرگاهی,سحر گاهی
جوابگوی,جواب گوی
میگفتیم,می گفتیم
فتنهانگیز,فتنه انگیز
بیدادگر,بیداد گر
مگسها,مگس ها
پندآمیز,پند آمیز
سختپوست,سخت پوست
پیشخور,پیش خور
سنجیده_بود,سنجیده بود
ناپسند,نا پسند
نارسا,نا رسا
اپراهای,اپرا های
انباشتگاههایی,انباشتگاه هایی
سرکردهی,سر کرده ی
قبیلهی,قبیله ی
آگهدادهای,آگهداد های
ورقههای,ورقه های
پسافکندن,پس افکندن
دگرگونیها,دگرگونی ها
تکهای,تکه ای
پیروزمندانه,پیروز مندانه
آشکارسازی,آشکار سازی
برافتد,بر افتد
محافظهکاری,محافظه کاری
وابستهاند,وابسته اند
کارنکنی,کار نکنی
قوهی,قوه ی
تاقچهای,تاقچه ای
تاریکاند,تاریک اند
مالیاتدهندگان,مالیات دهندگان
پلیکانها,پلیکان ها
لنگهی,لنگه ی
کشسانی,کش سانی
برآمدگیهای,بر آمدگی های
داده_نشد,داده نشد
معصومانهای,معصومانه ای
تونلها,تونل ها
میخچهی,میخچه ی
سرکیف,سر کیف
جوجهکشی,جوجه کشی
نگاشته_شود,نگاشته شود
مالیهی,مالیه ی
پرقدرت,پر قدرت
خودشناسی,خود شناسی
بامزهی,با مزه ی
بسترهای,بستر های
چرخبال,چرخ بال
لطائفالحیل,لطائف الحیل
بروبرگرد,بر و برگرد
بیبرگ,بی برگ
خودنماییها,خودنمایی ها
دستها,دست ها
زینتبخش,زینت بخش
گفتههایش,گفته هایش
نظریهپرداز,نظریه پرداز
هزارجور,هزار جور
انتخابشده,انتخاب شده
فرکانسهای,فرکانس های
خانوادهمان,خانواده مان
ذخیرهسازی,ذخیره سازی
سپریکردن,سپری کردن
پیکارهای,پیکار های
یوزپلنگها,یوزپلنگ ها
شدهاید,شده اید
کندتر,کند تر
حرفزدن,حرف زدن
شبگیر,شب گیر
بیطرفانه,بی طرفانه
هیجانانگیزی,هیجان انگیزی
عشوهگری,عشوه گری
آنهمه,آن همه
خواهیم_صدام,خواهیم صدام
خواهیم_ببخشید,خواهیم ببخشید
خواهیم_دو,خواهیم دو
خواهیم_جدیدت,خواهیم جدیدت
"مازندرانی,استاندارد",مازندرانی استاندارد
پخته_ای,پخته ای
خواهم_درهای,خواهم در های
امیرفرداد,امیر فرداد
دربردارنده,در بردارنده
آسفالتکرد,آسفالت کرد
برنشست,بر نشست
مشارکتهایم,مشارکت هایم
مرامهای,مرام های
زنجیروار,زنجیر وار
همسنهای,همسن های
کشتیگیران,کشتی گیران
ابرپشتهای,ابر پشت های
شورشهای,شورش های
خراشانده_است,خراشانده است
شورشیانیورش,شورشیان یورش
بجاآوردن,به جا آوردن
ماهانهی,ماهانه ی
میانهرو,میانه رو
نخواهد_ماند,نخواهد ماند
میبریدند,می بریدند
خوشبوی,خوش بوی
خوابیده_بودند,خوابیده بودند
برخاستند,بر خاستند
بیتردید,بی تردید
طلبکاری,طلب کاری
زوجهی,زوجه ی
دریده_است,دریده است
پادتنها,پادتن ها
شکافهای,شکاف های
تختخوابی,تخت خوابی
مخفیانهی,مخفیانه ی
میاندوختند,میان دوختند
فرحبخش,فرح بخش
پرگره,پر گره
نیروبخش,نیرو بخش
مردانهی,مردانه ی
واآمدن,وا آمدن
مهرهها,مهره ها
بنیانگذار,بنیان گذار
گدازههای,گدازه های
نامستدل,نا مستدل
خفهی,خفه ی
بخاریهای,بخاری های
تننما,تن نما
دلزدگی,دل زدگی
هنجارهای,هنجار های
نمیپرند,نمی پرند
بعدتر,بعد تر
بدترش,بد ترش
پاراگرافها,پاراگراف ها
عالیقدر,عالی قدر
ننگآمیز,ننگ آمیز
بیپول,بی پول
ارزشها,ارزش ها
روزنامهنویس,روزنامه نویس
آهنگرها,آهنگر ها
بزهکاریهایش,بزهکاری هایش
پنجرهای,پنجر های
پرتلاطم,پر تلاطم
بسختی,به سختی
اصلاحپذیرتر,اصلاح پذیر تر
انفجارهایی,انفجار هایی
بذرهای,بذر های
لمیزرع,لم یزرع
بوستونیهای,بوستونی های
وسوزاندن,و سوزاندن
بیچارهام,بیچاره ام
سرزندهای,سرزنده ای
گیاهشناسی,گیاه شناسی
برگماشته,بر گماشته
سبکتر,سبک تر
مرغابیها,مرغابی ها
بیتوجه,بی توجه
خودکامهای,خودکامه ای
خرطومچهی,خرطومچه ی
روزنامهفروشان,روزنامه فروشان
پولادسازی,پولاد سازی
بخشوده_شود,بخشوده شود
هیاتهای,هیات های
تاخورده,تا خورده
باوجود,با وجود
بفرار,به فرار
بتازگی,به تازگی
تنخواه,تن خواه
فرمانبر,فرمان بر
طبلهای,طبل های
ماندهها,مانده ها
زیرینترین,زیرین ترین
ستایشآمیز,ستایش آمیز
بیآلایش,بی آلایش
حصهی,حصه ی
ماتمزدهی,ماتم زدهی
ستونها,ستون ها
بدقواره,بد قواره
یاالله,یا الله
آماده_نخواهد_شد,آماده نخواهد شد
تاقچههای,تاقچه های
بازنداشت,باز نداشت
زده_بودم,زده بودم
محفظهی,محفظه ی
میگشاید,می گشاید
همپایه,هم پایه
رازدار,راز دار
قیدو,قید و
وابستهی,وابسته ی
مراکوچک,مرا کوچک
زنجیرهایمان,زنجیر هایمان
فراحسی,فرا حسی
فراسهشی,فرا سهشی
تندیسهایی,تندیس هایی
بینظیرند,بی نظیرند
هنچکس,هیچ کس
پالونههای,پالونه های
میزدایند,می زدایند
فروتر,فرو تر
نیکنامی,نیک نامی
هامهی,هامه ی
خردهفروش,خرده فروش
پیلهور,پیله ور
بیتقصیر,بی تقصیر
دفیق,دقیق
